command	path	resolved_path	package
btmgmt	/usr/bin/btmgmt	/usr/bin/btmgmt	bluez
btmon	/usr/bin/btmon	/usr/bin/btmon	bluez
buddy-ng	/usr/bin/buddy-ng	/usr/bin/buddy-ng	aircrack-ng
bulk_extractor	/usr/bin/bulk_extractor	/usr/bin/bulk_extractor	bulk-extractor
bully	/usr/bin/bully	/usr/bin/bully	bully
bundle	/usr/bin/bundle	/usr/bin/bundle	ruby-bundler
bundle3.3	/usr/bin/bundle3.3	/usr/bin/bundle3.3	ruby3.3
bundler	/usr/bin/bundler	/usr/bin/bundler	ruby-bundler
bundler3.3	/usr/bin/bundler3.3	/usr/bin/bundler3.3	ruby3.3
bunzip2	/usr/bin/bunzip2	/usr/bin/bzip2	bzip2
burpsuite	/usr/bin/burpsuite	/usr/bin/burpsuite	burpsuite
busctl	/usr/bin/busctl	/usr/bin/busctl	systemd
busybox	/usr/bin/busybox	/usr/bin/busybox	busybox
bwrap	/usr/bin/bwrap	/usr/bin/bwrap	bubblewrap
bzcat	/usr/bin/bzcat	/usr/bin/bzip2	bzip2
bzcmp	/usr/bin/bzcmp	/usr/bin/bzdiff	bzip2
bzdiff	/usr/bin/bzdiff	/usr/bin/bzdiff	bzip2
bzegrep	/usr/bin/bzegrep	/usr/bin/bzgrep	bzip2
bzexe	/usr/bin/bzexe	/usr/bin/bzexe	bzip2
bzfgrep	/usr/bin/bzfgrep	/usr/bin/bzgrep	bzip2
bzgrep	/usr/bin/bzgrep	/usr/bin/bzgrep	bzip2
bzip2	/usr/bin/bzip2	/usr/bin/bzip2	bzip2
bzip2recover	/usr/bin/bzip2recover	/usr/bin/bzip2recover	bzip2
bzless	/usr/bin/bzless	/usr/bin/bzmore	bzip2
bzmore	/usr/bin/bzmore	/usr/bin/bzmore	bzip2
c++	/usr/bin/c++	/usr/lib/llvm-21/bin/clang	unowned
c++filt	/usr/bin/c++filt	/usr/bin/x86_64-linux-gnu-c++filt	binutils
c89	/usr/bin/c89	/usr/lib/llvm-21/bin/clang	unowned
c99	/usr/bin/c99	/usr/lib/llvm-21/bin/clang	unowned
cadaver	/usr/bin/cadaver	/usr/bin/cadaver	cadaver
capinfos	/usr/bin/capinfos	/usr/bin/capinfos	wireshark-common
captoinfo	/usr/bin/captoinfo	/usr/bin/tic	ncurses-bin
captype	/usr/bin/captype	/usr/bin/captype	wireshark-common
cat	/usr/bin/cat	/usr/bin/cat	coreutils
cc	/usr/bin/cc	/usr/lib/llvm-21/bin/clang	unowned
ccache2john	/usr/bin/ccache2john	/usr/share/john/ccache2john.py	john-data
censys	/usr/bin/censys	/usr/bin/censys	python3-censys
certipy-ad	/usr/bin/certipy-ad	/usr/bin/certipy-ad	certipy-ad
cewl	/usr/bin/cewl	/usr/bin/cewl	cewl
cffi-gen-src	/usr/bin/cffi-gen-src	/usr/bin/cffi-gen-src	python3-cffi
cftp3	/usr/bin/cftp3	/usr/bin/cftp3	python3-twisted
chage	/usr/bin/chage	/usr/bin/chage	passwd
chardet	/usr/bin/chardet	/usr/bin/chardetect	python3-chardet
chardetect	/usr/bin/chardetect	/usr/bin/chardetect	python3-chardet
chcon	/usr/bin/chcon	/usr/bin/chcon	coreutils
checkgid	/usr/bin/checkgid	/usr/bin/checkgid	apache2-utils
cheroot	/usr/bin/cheroot	/usr/bin/cheroot	python3-cheroot
cherryd3	/usr/bin/cherryd3	/usr/bin/cherryd3	python3-cherrypy3
chfn	/usr/bin/chfn	/usr/bin/chfn	passwd
chgrp	/usr/bin/chgrp	/usr/bin/chgrp	coreutils
chmod	/usr/bin/chmod	/usr/bin/chmod	coreutils
choom	/usr/bin/choom	/usr/bin/choom	util-linux
chown	/usr/bin/chown	/usr/bin/chown	coreutils
chromeos-tpm-recovery	/usr/bin/chromeos-tpm-recovery	/usr/bin/chromeos-tpm-recovery	vboot-utils
chromium	/usr/bin/chromium	/usr/bin/chromium	chromium
chrt	/usr/bin/chrt	/usr/bin/chrt	util-linux
chsh	/usr/bin/chsh	/usr/bin/chsh	passwd
cifscreds	/usr/bin/cifscreds	/usr/bin/cifscreds	cifs-utils
cifsdd	/usr/bin/cifsdd	/usr/bin/cifsdd	smbclient
ciptool	/usr/bin/ciptool	/usr/bin/ciptool	bluez
cisco-decrypt	/usr/bin/cisco-decrypt	/usr/bin/cisco-decrypt	vpnc
cisco2john	/usr/bin/cisco2john	/usr/share/john/cisco2john.pl	john-data
citrix	/usr/bin/citrix	/usr/bin/citrix	spike
cjpeg	/usr/bin/cjpeg	/usr/bin/cjpeg	libjpeg-turbo-progs
ckeygen3	/usr/bin/ckeygen3	/usr/bin/ckeygen3	python3-twisted
cksum	/usr/bin/cksum	/usr/bin/cksum	coreutils
clang	/usr/bin/clang	/usr/lib/llvm-21/bin/clang	clang
clang++	/usr/bin/clang++	/usr/lib/llvm-21/bin/clang	clang
clang++-21	/usr/bin/clang++-21	/usr/lib/llvm-21/bin/clang	clang-21
clang-21	/usr/bin/clang-21	/usr/lib/llvm-21/bin/clang	clang-21
clang-cl	/usr/bin/clang-cl	/usr/lib/llvm-21/bin/clang	clang
clang-cl-21	/usr/bin/clang-cl-21	/usr/lib/llvm-21/bin/clang	clang-21
clang-cpp	/usr/bin/clang-cpp	/usr/lib/llvm-21/bin/clang	clang
clang-cpp-21	/usr/bin/clang-cpp-21	/usr/lib/llvm-21/bin/clang	clang-21
clang-scan-deps	/usr/bin/clang-scan-deps	/usr/lib/llvm-21/bin/clang-scan-deps	clang
clang-scan-deps-21	/usr/bin/clang-scan-deps-21	/usr/lib/llvm-21/bin/clang-scan-deps	clang-21
clear	/usr/bin/clear	/usr/bin/clear	ncurses-bin
clear_console	/usr/bin/clear_console	/usr/bin/clear_console	bash
closed_source_web_server_fuzz	/usr/bin/closed_source_web_server_fuzz	/usr/bin/closed_source_web_server_fuzz	spike
clusterdb	/usr/bin/clusterdb	/usr/share/postgresql-common/pg_wrapper	postgresql-client-common
cmp	/usr/bin/cmp	/usr/bin/cmp	diffutils
comm	/usr/bin/comm	/usr/bin/comm	coreutils
commix	/usr/bin/commix	/usr/bin/commix	commix
compile_et	/usr/bin/compile_et	/usr/bin/compile_et	comerr-dev:amd64
conch3	/usr/bin/conch3	/usr/bin/conch3	python3-twisted
corelist	/usr/bin/corelist	/usr/bin/corelist	perl
cp	/usr/bin/cp	/usr/bin/cp	coreutils
cpan	/usr/bin/cpan	/usr/bin/cpan	perl
cpan5.42-x86_64-linux-gnu	/usr/bin/cpan5.42-x86_64-linux-gnu	/usr/bin/cpan5.42-x86_64-linux-gnu	libperl5.42:amd64
cracf2john	/usr/bin/cracf2john	/usr/share/john/cracf2john.py	john-data
createdb	/usr/bin/createdb	/usr/share/postgresql-common/pg_wrapper	postgresql-client-common
createlang	/usr/bin/createlang	/usr/share/postgresql-common/pg_wrapper	postgresql-client-common
createuser	/usr/bin/createuser	/usr/share/postgresql-common/pg_wrapper	postgresql-client-common
creddump7	/usr/bin/creddump7	/usr/bin/creddump7	creddump7
crossystem	/usr/bin/crossystem	/usr/bin/crossystem	vboot-utils
crunch	/usr/bin/crunch	/usr/bin/crunch	crunch
cryptcat	/usr/bin/cryptcat	/usr/bin/cryptcat	cryptcat
cryptdir	/usr/bin/cryptdir	/usr/bin/expect_cryptdir	expect
csplit	/usr/bin/csplit	/usr/bin/csplit	coreutils
ctstat	/usr/bin/ctstat	/usr/bin/lnstat	iproute2
curl	/usr/bin/curl	/usr/bin/curl	curl
cut	/usr/bin/cut	/usr/bin/cut	coreutils
cvtsudoers	/usr/bin/cvtsudoers	/usr/bin/cvtsudoers	sudo
dash	/usr/bin/dash	/usr/bin/dash	dash
dashlane2john	/usr/bin/dashlane2john	/usr/share/john/dashlane2john.py	john-data
date	/usr/bin/date	/usr/bin/date	coreutils
dave	/usr/bin/dave	/usr/bin/dave	libhttp-dav-perl
davtest	/usr/bin/davtest	/usr/bin/davtest	davtest
dbd	/usr/bin/dbd	/usr/bin/dbd	dbd
dbilogstrip	/usr/bin/dbilogstrip	/usr/bin/dbilogstrip	libdbi-perl:amd64
dbiprof	/usr/bin/dbiprof	/usr/bin/dbiprof	libdbi-perl:amd64
dbiproxy	/usr/bin/dbiproxy	/usr/bin/dbiproxy	libdbi-perl:amd64
dbus-cleanup-sockets	/usr/bin/dbus-cleanup-sockets	/usr/bin/dbus-cleanup-sockets	dbus-bin
dbus-daemon	/usr/bin/dbus-daemon	/usr/bin/dbus-daemon	dbus-daemon
dbus-monitor	/usr/bin/dbus-monitor	/usr/bin/dbus-monitor	dbus-bin
dbus-run-session	/usr/bin/dbus-run-session	/usr/bin/dbus-run-session	dbus-daemon
dbus-send	/usr/bin/dbus-send	/usr/bin/dbus-send	dbus-bin
dbus-update-activation-environment	/usr/bin/dbus-update-activation-environment	/usr/bin/dbus-update-activation-environment	dbus-bin
dbus-uuidgen	/usr/bin/dbus-uuidgen	/usr/bin/dbus-uuidgen	dbus-bin
dbwrap_tool	/usr/bin/dbwrap_tool	/usr/bin/dbwrap_tool	samba-common-bin
dccleancrw	/usr/bin/dccleancrw	/usr/bin/dccleancrw	dcraw
dceoversmb	/usr/bin/dceoversmb	/usr/bin/dceoversmb	spike
dcfujigreen	/usr/bin/dcfujigreen	/usr/bin/dcfujigreen	dcraw
dcfujiturn	/usr/bin/dcfujiturn	/usr/bin/dcfujiturn	dcraw
dcfujiturn16	/usr/bin/dcfujiturn16	/usr/bin/dcfujiturn16	dcraw
dcparse	/usr/bin/dcparse	/usr/bin/dcparse	dcraw
dcrack	/usr/bin/dcrack	/usr/bin/dcrack	aircrack-ng
dcraw	/usr/bin/dcraw	/usr/bin/dcraw	dcraw
dd	/usr/bin/dd	/usr/bin/dd	coreutils
ddcmon	/usr/bin/ddcmon	/usr/bin/ddcmon	i2c-tools
deb-systemd-helper	/usr/bin/deb-systemd-helper	/usr/bin/deb-systemd-helper	init-system-helpers
deb-systemd-invoke	/usr/bin/deb-systemd-invoke	/usr/bin/deb-systemd-invoke	init-system-helpers
debconf	/usr/bin/debconf	/usr/bin/debconf	debconf
debconf-apt-progress	/usr/bin/debconf-apt-progress	/usr/bin/debconf-apt-progress	debconf
debconf-communicate	/usr/bin/debconf-communicate	/usr/bin/debconf-communicate	debconf
debconf-copydb	/usr/bin/debconf-copydb	/usr/bin/debconf-copydb	debconf
debconf-escape	/usr/bin/debconf-escape	/usr/bin/debconf-escape	debconf
debconf-set-selections	/usr/bin/debconf-set-selections	/usr/bin/debconf-set-selections	debconf
debconf-show	/usr/bin/debconf-show	/usr/bin/debconf-show	debconf
decode-dimms	/usr/bin/decode-dimms	/usr/bin/decode-dimms	i2c-tools
decode-edid	/usr/bin/decode-edid	/usr/bin/decode-edid	i2c-tools
decode-vaio	/usr/bin/decode-vaio	/usr/bin/decode-vaio	i2c-tools
decryptdir	/usr/bin/decryptdir	/usr/bin/expect_decryptdir	expect
deepsound2john	/usr/bin/deepsound2john	/usr/share/john/deepsound2john.py	john-data
delv	/usr/bin/delv	/usr/bin/delv	bind9-dnsutils
dev_debug_vboot	/usr/bin/dev_debug_vboot	/usr/bin/dev_debug_vboot	vboot-utils
df	/usr/bin/df	/usr/bin/df	coreutils
dh_numpy3	/usr/bin/dh_numpy3	/usr/bin/dh_numpy3	python3-numpy-dev:amd64
dh_perl_dbi	/usr/bin/dh_perl_dbi	/usr/bin/dh_perl_dbi	libdbi-perl:amd64
dh_perl_openssl	/usr/bin/dh_perl_openssl	/usr/bin/dh_perl_openssl	perl-openssl-defaults:amd64
dh_python3-ply	/usr/bin/dh_python3-ply	/usr/bin/dh_python3-ply	python3-ply
diff	/usr/bin/diff	/usr/bin/diff	diffutils
diff3	/usr/bin/diff3	/usr/bin/diff3	diffutils
dig	/usr/bin/dig	/usr/bin/dig	bind9-dnsutils
dir	/usr/bin/dir	/usr/bin/dir	coreutils
dirb	/usr/bin/dirb	/usr/bin/dirb	dirb
dirb-gendict	/usr/bin/dirb-gendict	/usr/bin/dirb-gendict	dirb
dircolors	/usr/bin/dircolors	/usr/bin/dircolors	coreutils
dirname	/usr/bin/dirname	/usr/bin/dirname	coreutils
diskcryptor2john	/usr/bin/diskcryptor2john	/usr/share/john/diskcryptor2john.py	john-data
dislocate	/usr/bin/dislocate	/usr/bin/expect_dislocate	expect
djpeg	/usr/bin/djpeg	/usr/bin/djpeg	libjpeg-turbo-progs
dltest	/usr/bin/dltest	/usr/bin/dltest	spike
dmesg	/usr/bin/dmesg	/usr/bin/dmesg	util-linux
dmg2john	/usr/bin/dmg2john	/usr/share/john/dmg2john.py	john-data
dmitry	/usr/bin/dmitry	/usr/bin/dmitry	dmitry
dns-rebind	/usr/bin/dns-rebind	/usr/bin/dns-rebind	rebind
dns2tcpc	/usr/bin/dns2tcpc	/usr/bin/dns2tcpc	dns2tcp
dns2tcpd	/usr/bin/dns2tcpd	/usr/bin/dns2tcpd	dns2tcp
dnschef	/usr/bin/dnschef	/usr/bin/dnschef	dnschef
dnsdomainname	/usr/bin/dnsdomainname	/usr/bin/hostname	hostname
dnsenum	/usr/bin/dnsenum	/usr/bin/dnsenum	dnsenum
dnsrecon	/usr/bin/dnsrecon	/usr/share/dnsrecon/dnsrecon.py	dnsrecon
dnsspoof	/usr/bin/dnsspoof	/usr/bin/dnsspoof	dsniff
dnstap-read	/usr/bin/dnstap-read	/usr/bin/dnstap-read	bind9-dnsutils
do_post	/usr/bin/do_post	/usr/bin/do_post	spike
domainname	/usr/bin/domainname	/usr/bin/hostname	hostname
dos2unix	/usr/bin/dos2unix	/usr/bin/dos2unix	dos2unix
dpkg	/usr/bin/dpkg	/usr/bin/dpkg	dpkg
dpkg-deb	/usr/bin/dpkg-deb	/usr/bin/dpkg-deb	dpkg
dpkg-divert	/usr/bin/dpkg-divert	/usr/bin/dpkg-divert	dpkg
dpkg-maintscript-helper	/usr/bin/dpkg-maintscript-helper	/usr/bin/dpkg-maintscript-helper	dpkg
dpkg-query	/usr/bin/dpkg-query	/usr/bin/dpkg-query	dpkg
dpkg-realpath	/usr/bin/dpkg-realpath	/usr/bin/dpkg-realpath	dpkg
dpkg-split	/usr/bin/dpkg-split	/usr/bin/dpkg-split	dpkg
dpkg-statoverride	/usr/bin/dpkg-statoverride	/usr/bin/dpkg-statoverride	dpkg
dpkg-trigger	/usr/bin/dpkg-trigger	/usr/bin/dpkg-trigger	dpkg
dpl4hydra	/usr/bin/dpl4hydra	/usr/bin/dpl4hydra	hydra
dploot	/usr/bin/dploot	/usr/bin/dploot	python3-dploot
dropdb	/usr/bin/dropdb	/usr/share/postgresql-common/pg_wrapper	postgresql-client-common
droplang	/usr/bin/droplang	/usr/share/postgresql-common/pg_wrapper	postgresql-client-common
dropuser	/usr/bin/dropuser	/usr/share/postgresql-common/pg_wrapper	postgresql-client-common
dsniff	/usr/bin/dsniff	/usr/bin/dsniff	dsniff
du	/usr/bin/du	/usr/bin/du	coreutils
dumpRSAPublicKey	/usr/bin/dumpRSAPublicKey	/usr/bin/dumpRSAPublicKey	vboot-utils
dump_fmap	/usr/bin/dump_fmap	/usr/bin/futility	vboot-utils
dump_kernel_config	/usr/bin/dump_kernel_config	/usr/bin/futility	vboot-utils
dumpcap	/usr/bin/dumpcap	/usr/bin/dumpcap	wireshark-common
dunamai	/usr/bin/dunamai	/usr/bin/dunamai	python3-dunamai
dupemap	/usr/bin/dupemap	/usr/bin/dupemap	magicrescue
echo	/usr/bin/echo	/usr/bin/echo	coreutils
ecryptfs2john	/usr/bin/ecryptfs2john	/usr/share/john/ecryptfs2john.py	john-data
editcap	/usr/bin/editcap	/usr/bin/editcap	wireshark-common
editor	/usr/bin/editor	/usr/bin/vim.basic	vim
editres	/usr/bin/editres	/usr/bin/editres	x11-utils
egrep	/usr/bin/egrep	/usr/bin/egrep	grep
ejabberd2john	/usr/bin/ejabberd2john	/usr/share/john/ejabberd2john.py	john-data
electrum2john	/usr/bin/electrum2john	/usr/share/john/electrum2john.py	john-data
elfedit	/usr/bin/elfedit	/usr/bin/x86_64-linux-gnu-elfedit	binutils
enable_dev_usb_boot	/usr/bin/enable_dev_usb_boot	/usr/bin/enable_dev_usb_boot	vboot-utils
enc2xs	/usr/bin/enc2xs	/usr/bin/enc2xs	perl
encfs2john	/usr/bin/encfs2john	/usr/share/john/encfs2john.py	john-data
encguess	/usr/bin/encguess	/usr/bin/encguess	perl
encode_keychange	/usr/bin/encode_keychange	/usr/bin/encode_keychange	snmp
enpass2john	/usr/bin/enpass2john	/usr/share/john/enpass2john.py	john-data
enpass5tojohn	/usr/bin/enpass5tojohn	/usr/share/john/enpass5tojohn.py	john-data
enum4linux	/usr/bin/enum4linux	/usr/bin/enum4linux	enum4linux
env	/usr/bin/env	/usr/bin/env	coreutils
erb	/usr/bin/erb	/usr/bin/erb3.3	ruby
erb3.3	/usr/bin/erb3.3	/usr/bin/erb3.3	ruby3.3
ethereum2john	/usr/bin/ethereum2john	/usr/share/john/ethereum2john.py	john-data
evil-winrm	/usr/bin/evil-winrm	/usr/bin/evil-winrm	evil-winrm
ex	/usr/bin/ex	/usr/bin/vim.basic	vim
exe2hex	/usr/bin/exe2hex	/usr/bin/exe2hex	exe2hexbat
exifautotran	/usr/bin/exifautotran	/usr/bin/exifautotran	libjpeg-turbo-progs
exiftool	/usr/bin/exiftool	/usr/bin/exiftool	libimage-exiftool-perl
exiv2	/usr/bin/exiv2	/usr/bin/exiv2	exiv2
expand	/usr/bin/expand	/usr/bin/expand	coreutils
expect	/usr/bin/expect	/usr/bin/expect8.6	expect
expect8.6	/usr/bin/expect8.6	/usr/bin/expect8.6	expect
expect9.0	/usr/bin/expect9.0	/usr/bin/expect9.0	expect
expect_autoexpect	/usr/bin/expect_autoexpect	/usr/bin/expect_autoexpect	expect
expect_autopasswd	/usr/bin/expect_autopasswd	/usr/bin/expect_autopasswd	expect
expect_cryptdir	/usr/bin/expect_cryptdir	/usr/bin/expect_cryptdir	expect
expect_decryptdir	/usr/bin/expect_decryptdir	/usr/bin/expect_decryptdir	expect
expect_dislocate	/usr/bin/expect_dislocate	/usr/bin/expect_dislocate	expect
expect_kibitz	/usr/bin/expect_kibitz	/usr/bin/expect_kibitz	expect
expect_lpunlock	/usr/bin/expect_lpunlock	/usr/bin/expect_lpunlock	expect
expect_mkpasswd	/usr/bin/expect_mkpasswd	/usr/bin/expect_mkpasswd	expect
expect_multixterm	/usr/bin/expect_multixterm	/usr/bin/expect_multixterm	expect
expect_passmass	/usr/bin/expect_passmass	/usr/bin/expect_passmass	expect
expect_rftp	/usr/bin/expect_rftp	/usr/bin/expect_rftp	expect
expect_rlogin-cwd	/usr/bin/expect_rlogin-cwd	/usr/bin/expect_rlogin-cwd	expect
expect_timed-read	/usr/bin/expect_timed-read	/usr/bin/expect_timed-read	expect
expect_timed-run	/usr/bin/expect_timed-run	/usr/bin/expect_timed-run	expect
expect_tknewsbiff	/usr/bin/expect_tknewsbiff	/usr/bin/expect_tknewsbiff	expect
expect_tkpasswd	/usr/bin/expect_tkpasswd	/usr/bin/expect_tkpasswd	expect
expect_unbuffer	/usr/bin/expect_unbuffer	/usr/bin/expect_unbuffer	expect
expect_weather	/usr/bin/expect_weather	/usr/bin/expect_weather	expect
expect_xkibitz	/usr/bin/expect_xkibitz	/usr/bin/expect_xkibitz	expect
expect_xpstat	/usr/bin/expect_xpstat	/usr/bin/expect_xpstat	expect
expiry	/usr/bin/expiry	/usr/bin/expiry	passwd
exploitdb	/usr/bin/exploitdb	/usr/bin/exploitdb	exploitdb
expr	/usr/bin/expr	/usr/bin/expr	coreutils
f2py	/usr/bin/f2py	/usr/bin/f2py	python3-numpy
f2py3	/usr/bin/f2py3	/usr/bin/f2py3	python3-numpy
f2py3.14	/usr/bin/f2py3.14	/usr/bin/f2py3.14	python3-numpy
fab-cewl	/usr/bin/fab-cewl	/usr/bin/fab-cewl	cewl
factor	/usr/bin/factor	/usr/bin/factor	coreutils
fallocate	/usr/bin/fallocate	/usr/bin/fallocate	util-linux
false	/usr/bin/false	/usr/bin/false	coreutils
fastapi	/usr/bin/fastapi	/usr/bin/fastapi	python3-fastapi
fc-cache	/usr/bin/fc-cache	/usr/bin/fc-cache	fontconfig
fc-cat	/usr/bin/fc-cat	/usr/bin/fc-cat	fontconfig
fc-conflist	/usr/bin/fc-conflist	/usr/bin/fc-conflist	fontconfig
fc-list	/usr/bin/fc-list	/usr/bin/fc-list	fontconfig
fc-match	/usr/bin/fc-match	/usr/bin/fc-match	fontconfig
fc-pattern	/usr/bin/fc-pattern	/usr/bin/fc-pattern	fontconfig
fc-query	/usr/bin/fc-query	/usr/bin/fc-query	fontconfig
fc-scan	/usr/bin/fc-scan	/usr/bin/fc-scan	fontconfig
fc-validate	/usr/bin/fc-validate	/usr/bin/fc-validate	fontconfig
fcat	/usr/bin/fcat	/usr/bin/fcat	sleuthkit
fcgistarter	/usr/bin/fcgistarter	/usr/bin/fcgistarter	apache2-utils
ffind	/usr/bin/ffind	/usr/bin/ffind	sleuthkit
ffuf	/usr/bin/ffuf	/usr/bin/ffuf	ffuf
fgrep	/usr/bin/fgrep	/usr/bin/fgrep	grep
fidentify	/usr/bin/fidentify	/usr/bin/fidentify	testdisk
fierce	/usr/bin/fierce	/usr/bin/fierce	fierce
filan	/usr/bin/filan	/usr/bin/filan	socat
file	/usr/bin/file	/usr/bin/file	file
filesnarf	/usr/bin/filesnarf	/usr/bin/filesnarf	dsniff
filezilla2john	/usr/bin/filezilla2john	/usr/share/john/filezilla2john.py	john-data
find	/usr/bin/find	/usr/bin/find	findutils
findmnt	/usr/bin/findmnt	/usr/bin/findmnt	util-linux
fiwalk	/usr/bin/fiwalk	/usr/bin/fiwalk	sleuthkit
fixproc	/usr/bin/fixproc	/usr/bin/fixproc	snmp
flac	/usr/bin/flac	/usr/bin/flac	flac
flask	/usr/bin/flask	/usr/bin/flask	python3-flask
flock	/usr/bin/flock	/usr/bin/flock	util-linux
fls	/usr/bin/fls	/usr/bin/fls	sleuthkit
fmt	/usr/bin/fmt	/usr/bin/fmt	coreutils
fold	/usr/bin/fold	/usr/bin/fold	coreutils
fping	/usr/bin/fping	/usr/bin/fping	fping
fping6	/usr/bin/fping6	/usr/bin/fping	fping
free	/usr/bin/free	/usr/bin/free	procps
fsstat	/usr/bin/fsstat	/usr/bin/fsstat	sleuthkit
ftp	/usr/bin/ftp	/usr/bin/tnftp	tnftp
funzip	/usr/bin/funzip	/usr/bin/funzip	unzip
fuser	/usr/bin/fuser	/usr/bin/fuser	psmisc
fusermount	/usr/bin/fusermount	/usr/bin/fusermount3	fuse3
fusermount3	/usr/bin/fusermount3	/usr/bin/fusermount3	fuse3
futility	/usr/bin/futility	/usr/bin/futility	vboot-kernel-utils
galera_new_cluster	/usr/bin/galera_new_cluster	/usr/bin/galera_new_cluster	mariadb-server
galera_recovery	/usr/bin/galera_recovery	/usr/bin/galera_recovery	mariadb-server
gatttool	/usr/bin/gatttool	/usr/bin/gatttool	bluez
gawk	/usr/bin/gawk	/usr/bin/gawk	gawk
gawkbug	/usr/bin/gawkbug	/usr/bin/gawkbug	gawk
gbb_utility	/usr/bin/gbb_utility	/usr/bin/futility	vboot-utils
geli2john	/usr/bin/geli2john	/usr/share/john/geli2john.py	john-data
gem	/usr/bin/gem	/usr/bin/gem	ruby-rubygems
gem3.3	/usr/bin/gem3.3	/usr/bin/gem3.3	ruby3.3
gencat	/usr/bin/gencat	/usr/bin/gencat	libc-dev-bin
generic_chunked	/usr/bin/generic_chunked	/usr/bin/generic_chunked	spike
generic_listen_tcp	/usr/bin/generic_listen_tcp	/usr/bin/generic_listen_tcp	spike
generic_send_tcp	/usr/bin/generic_send_tcp	/usr/bin/generic_send_tcp	spike
generic_send_udp	/usr/bin/generic_send_udp	/usr/bin/generic_send_udp	spike
generic_web_server_fuzz	/usr/bin/generic_web_server_fuzz	/usr/bin/generic_web_server_fuzz	spike
generic_web_server_fuzz2	/usr/bin/generic_web_server_fuzz2	/usr/bin/generic_web_server_fuzz2	spike
getcifsacl	/usr/bin/getcifsacl	/usr/bin/getcifsacl	cifs-utils
getconf	/usr/bin/getconf	/usr/bin/getconf	libc-bin
getent	/usr/bin/getent	/usr/bin/getent	libc-bin
getopt	/usr/bin/getopt	/usr/bin/getopt	util-linux
git	/usr/bin/git	/usr/bin/git	git
git-receive-pack	/usr/bin/git-receive-pack	/usr/bin/git	git
git-shell	/usr/bin/git-shell	/usr/bin/git-shell	git
git-upload-archive	/usr/bin/git-upload-archive	/usr/bin/git	git
git-upload-pack	/usr/bin/git-upload-pack	/usr/bin/git	git
glycin-thumbnailer	/usr/bin/glycin-thumbnailer	/usr/bin/glycin-thumbnailer	glycin-thumbnailers
gnome-www-browser	/usr/bin/gnome-www-browser	/usr/bin/chromium	chromium
gobuster	/usr/bin/gobuster	/usr/bin/gobuster	gobuster
gopherd	/usr/bin/gopherd	/usr/bin/gopherd	spike
gp-archive	/usr/bin/gp-archive	/usr/bin/gprofng-archive	binutils
gp-collect-app	/usr/bin/gp-collect-app	/usr/bin/gprofng-collect-app	binutils
gp-display-html	/usr/bin/gp-display-html	/usr/bin/gprofng-display-html	binutils
gp-display-src	/usr/bin/gp-display-src	/usr/bin/gprofng-display-src	binutils
gp-display-text	/usr/bin/gp-display-text	/usr/bin/gprofng-display-text	binutils
gpasswd	/usr/bin/gpasswd	/usr/bin/gpasswd	passwd
gpp-decrypt	/usr/bin/gpp-decrypt	/usr/bin/gpp-decrypt	gpp-decrypt
gprof	/usr/bin/gprof	/usr/bin/x86_64-linux-gnu-gprof	binutils
gprofng	/usr/bin/gprofng	/usr/bin/gprofng	binutils
gprofng-archive	/usr/bin/gprofng-archive	/usr/bin/gprofng-archive	binutils
gprofng-collect-app	/usr/bin/gprofng-collect-app	/usr/bin/gprofng-collect-app	binutils
gprofng-display-html	/usr/bin/gprofng-display-html	/usr/bin/gprofng-display-html	binutils
gprofng-display-src	/usr/bin/gprofng-display-src	/usr/bin/gprofng-display-src	binutils
gprofng-display-text	/usr/bin/gprofng-display-text	/usr/bin/gprofng-display-text	binutils
gprofng-gmon	/usr/bin/gprofng-gmon	/usr/bin/gprofng-gmon	binutils
grep	/usr/bin/grep	/usr/bin/grep	grep
groups	/usr/bin/groups	/usr/bin/groups	coreutils
gtk-update-icon-cache	/usr/bin/gtk-update-icon-cache	/usr/bin/gtk4-update-icon-cache	gtk-update-icon-cache
gtk4-update-icon-cache	/usr/bin/gtk4-update-icon-cache	/usr/bin/gtk4-update-icon-cache	gtk-update-icon-cache
gunzip	/usr/bin/gunzip	/usr/bin/gunzip	gzip
gzexe	/usr/bin/gzexe	/usr/bin/gzexe	gzip
gzip	/usr/bin/gzip	/usr/bin/gzip	gzip
h2ph	/usr/bin/h2ph	/usr/bin/h2ph	perl
h2xs	/usr/bin/h2xs	/usr/bin/h2xs	perl
halflife	/usr/bin/halflife	/usr/bin/halflife	spike
hardlink	/usr/bin/hardlink	/usr/bin/hardlink	util-linux
hash-identifier	/usr/bin/hash-identifier	/usr/bin/hash-identifier	hash-identifier
hashcat	/usr/bin/hashcat	/usr/bin/hashcat	hashcat
hashdeep	/usr/bin/hashdeep	/usr/bin/hashdeep	hashdeep
hashid	/usr/bin/hashid	/usr/bin/hashid	hashid
hccapx2john	/usr/bin/hccapx2john	/usr/share/john/hccapx2john.py	john-data
hciattach	/usr/bin/hciattach	/usr/bin/hciattach	bluez
hciconfig	/usr/bin/hciconfig	/usr/bin/hciconfig	bluez
hcitool	/usr/bin/hcitool	/usr/bin/hcitool	bluez
head	/usr/bin/head	/usr/bin/head	coreutils
helpztags	/usr/bin/helpztags	/usr/bin/helpztags	vim-common
hex2hcd	/usr/bin/hex2hcd	/usr/bin/hex2hcd	bluez
