command	path	resolved_path	package
fping	/bin/fping	/usr/bin/fping	fping
fping6	/bin/fping6	/usr/bin/fping	fping
free	/bin/free	/usr/bin/free	procps
fsstat	/bin/fsstat	/usr/bin/fsstat	sleuthkit
ftp	/bin/ftp	/usr/bin/tnftp	tnftp
funzip	/bin/funzip	/usr/bin/funzip	unzip
fuser	/bin/fuser	/usr/bin/fuser	psmisc
fusermount	/bin/fusermount	/usr/bin/fusermount3	fuse3
fusermount3	/bin/fusermount3	/usr/bin/fusermount3	fuse3
futility	/bin/futility	/usr/bin/futility	vboot-kernel-utils
galera_new_cluster	/bin/galera_new_cluster	/usr/bin/galera_new_cluster	mariadb-server
galera_recovery	/bin/galera_recovery	/usr/bin/galera_recovery	mariadb-server
gatttool	/bin/gatttool	/usr/bin/gatttool	bluez
gawk	/bin/gawk	/usr/bin/gawk	gawk
gawkbug	/bin/gawkbug	/usr/bin/gawkbug	gawk
gbb_utility	/bin/gbb_utility	/usr/bin/futility	vboot-kernel-utils
geli2john	/bin/geli2john	/usr/share/john/geli2john.py	unowned
gem	/bin/gem	/usr/bin/gem	ruby-rubygems
gem3.3	/bin/gem3.3	/usr/bin/gem3.3	ruby3.3
gencat	/bin/gencat	/usr/bin/gencat	libc-dev-bin
generic_chunked	/bin/generic_chunked	/usr/bin/generic_chunked	spike
generic_listen_tcp	/bin/generic_listen_tcp	/usr/bin/generic_listen_tcp	spike
generic_send_tcp	/bin/generic_send_tcp	/usr/bin/generic_send_tcp	spike
generic_send_udp	/bin/generic_send_udp	/usr/bin/generic_send_udp	spike
generic_web_server_fuzz	/bin/generic_web_server_fuzz	/usr/bin/generic_web_server_fuzz	spike
generic_web_server_fuzz2	/bin/generic_web_server_fuzz2	/usr/bin/generic_web_server_fuzz2	spike
getcifsacl	/bin/getcifsacl	/usr/bin/getcifsacl	cifs-utils
getconf	/bin/getconf	/usr/bin/getconf	libc-bin
getent	/bin/getent	/usr/bin/getent	libc-bin
getopt	/bin/getopt	/usr/bin/getopt	util-linux
git	/bin/git	/usr/bin/git	git
git-receive-pack	/bin/git-receive-pack	/usr/bin/git	git
git-shell	/bin/git-shell	/usr/bin/git-shell	git
git-upload-archive	/bin/git-upload-archive	/usr/bin/git	git
git-upload-pack	/bin/git-upload-pack	/usr/bin/git	git
glycin-thumbnailer	/bin/glycin-thumbnailer	/usr/bin/glycin-thumbnailer	glycin-thumbnailers
gnome-www-browser	/bin/gnome-www-browser	/usr/bin/chromium	chromium
gobuster	/bin/gobuster	/usr/bin/gobuster	gobuster
gopherd	/bin/gopherd	/usr/bin/gopherd	spike
gp-archive	/bin/gp-archive	/usr/bin/gprofng-archive	binutils
gp-collect-app	/bin/gp-collect-app	/usr/bin/gprofng-collect-app	binutils
gp-display-html	/bin/gp-display-html	/usr/bin/gprofng-display-html	binutils
gp-display-src	/bin/gp-display-src	/usr/bin/gprofng-display-src	binutils
gp-display-text	/bin/gp-display-text	/usr/bin/gprofng-display-text	binutils
gpasswd	/bin/gpasswd	/usr/bin/gpasswd	passwd
gpp-decrypt	/bin/gpp-decrypt	/usr/bin/gpp-decrypt	gpp-decrypt
gprof	/bin/gprof	/usr/bin/x86_64-linux-gnu-gprof	binutils-x86-64-linux-gnu
gprofng	/bin/gprofng	/usr/bin/gprofng	binutils
gprofng-archive	/bin/gprofng-archive	/usr/bin/gprofng-archive	binutils
gprofng-collect-app	/bin/gprofng-collect-app	/usr/bin/gprofng-collect-app	binutils
gprofng-display-html	/bin/gprofng-display-html	/usr/bin/gprofng-display-html	binutils
gprofng-display-src	/bin/gprofng-display-src	/usr/bin/gprofng-display-src	binutils
gprofng-display-text	/bin/gprofng-display-text	/usr/bin/gprofng-display-text	binutils
gprofng-gmon	/bin/gprofng-gmon	/usr/bin/gprofng-gmon	binutils
grep	/bin/grep	/usr/bin/grep	grep
groups	/bin/groups	/usr/bin/groups	coreutils
gtk-update-icon-cache	/bin/gtk-update-icon-cache	/usr/bin/gtk4-update-icon-cache	gtk-update-icon-cache
gtk4-update-icon-cache	/bin/gtk4-update-icon-cache	/usr/bin/gtk4-update-icon-cache	gtk-update-icon-cache
gunzip	/bin/gunzip	/usr/bin/gunzip	gzip
gzexe	/bin/gzexe	/usr/bin/gzexe	gzip
gzip	/bin/gzip	/usr/bin/gzip	gzip
h2ph	/bin/h2ph	/usr/bin/h2ph	perl
h2xs	/bin/h2xs	/usr/bin/h2xs	perl
halflife	/bin/halflife	/usr/bin/halflife	spike
hardlink	/bin/hardlink	/usr/bin/hardlink	util-linux
hash-identifier	/bin/hash-identifier	/usr/bin/hash-identifier	hash-identifier
hashcat	/bin/hashcat	/usr/bin/hashcat	hashcat
hashdeep	/bin/hashdeep	/usr/bin/hashdeep	hashdeep
hashid	/bin/hashid	/usr/bin/hashid	hashid
hccapx2john	/bin/hccapx2john	/usr/share/john/hccapx2john.py	unowned
hciattach	/bin/hciattach	/usr/bin/hciattach	bluez
hciconfig	/bin/hciconfig	/usr/bin/hciconfig	bluez
hcitool	/bin/hcitool	/usr/bin/hcitool	bluez
head	/bin/head	/usr/bin/head	coreutils
helpztags	/bin/helpztags	/usr/bin/helpztags	vim-common
hex2hcd	/bin/hex2hcd	/usr/bin/hex2hcd	bluez
hexeditor	/bin/hexeditor	/usr/bin/hexeditor	ncurses-hexedit
hfind	/bin/hfind	/usr/bin/hfind	sleuthkit
host	/bin/host	/usr/bin/host	bind9-host
hostid	/bin/hostid	/usr/bin/hostid	coreutils
hostname	/bin/hostname	/usr/bin/hostname	hostname
hostnamectl	/bin/hostnamectl	/usr/bin/hostnamectl	systemd
hotpatcher	/bin/hotpatcher	/usr/bin/hotpatcher	hotpatch
htcacheclean	/bin/htcacheclean	/usr/bin/htcacheclean	apache2-utils
htdbm	/bin/htdbm	/usr/bin/htdbm	apache2-utils
htdigest	/bin/htdigest	/usr/bin/htdigest	apache2-utils
htdigest2john	/bin/htdigest2john	/usr/share/john/htdigest2john.py	unowned
html2dic	/bin/html2dic	/usr/bin/html2dic	dirb
htpasswd	/bin/htpasswd	/usr/bin/htpasswd	apache2-utils
httpclient	/bin/httpclient	/usr/bin/httpclient	ruby-httpclient
httpx	/bin/httpx	/usr/bin/httpx	python3-httpx
hugetop	/bin/hugetop	/usr/bin/hugetop	procps
hwloc-annotate	/bin/hwloc-annotate	/usr/bin/hwloc-annotate	hwloc
hwloc-bind	/bin/hwloc-bind	/usr/bin/hwloc-bind	hwloc
hwloc-calc	/bin/hwloc-calc	/usr/bin/hwloc-calc	hwloc
hwloc-compress-dir	/bin/hwloc-compress-dir	/usr/bin/hwloc-compress-dir	hwloc
hwloc-diff	/bin/hwloc-diff	/usr/bin/hwloc-diff	hwloc
hwloc-distrib	/bin/hwloc-distrib	/usr/bin/hwloc-distrib	hwloc
hwloc-gather-cpuid	/bin/hwloc-gather-cpuid	/usr/bin/hwloc-gather-cpuid	hwloc
hwloc-gather-topology	/bin/hwloc-gather-topology	/usr/bin/hwloc-gather-topology	hwloc
hwloc-info	/bin/hwloc-info	/usr/bin/hwloc-info	hwloc
hwloc-ls	/bin/hwloc-ls	/usr/bin/lstopo	hwloc
hwloc-patch	/bin/hwloc-patch	/usr/bin/hwloc-patch	hwloc
hwloc-ps	/bin/hwloc-ps	/usr/bin/hwloc-ps	hwloc
hydra	/bin/hydra	/usr/bin/hydra	hydra
hydra-wizard	/bin/hydra-wizard	/usr/bin/hydra-wizard	hydra
i386	/bin/i386	/usr/bin/setarch	util-linux
i686-w64-mingw32-addr2line	/bin/i686-w64-mingw32-addr2line	/usr/bin/i686-w64-mingw32-addr2line	binutils-mingw-w64-i686
i686-w64-mingw32-ar	/bin/i686-w64-mingw32-ar	/usr/bin/i686-w64-mingw32-ar	binutils-mingw-w64-i686
i686-w64-mingw32-as	/bin/i686-w64-mingw32-as	/usr/bin/i686-w64-mingw32-as	binutils-mingw-w64-i686
i686-w64-mingw32-c++filt	/bin/i686-w64-mingw32-c++filt	/usr/bin/i686-w64-mingw32-c++filt	binutils-mingw-w64-i686
i686-w64-mingw32-cpp	/bin/i686-w64-mingw32-cpp	/usr/bin/i686-w64-mingw32-cpp-win32	gcc-mingw-w64-i686-win32
i686-w64-mingw32-cpp-win32	/bin/i686-w64-mingw32-cpp-win32	/usr/bin/i686-w64-mingw32-cpp-win32	gcc-mingw-w64-i686-win32
i686-w64-mingw32-dlltool	/bin/i686-w64-mingw32-dlltool	/usr/bin/i686-w64-mingw32-dlltool	binutils-mingw-w64-i686
i686-w64-mingw32-dllwrap	/bin/i686-w64-mingw32-dllwrap	/usr/bin/i686-w64-mingw32-dllwrap	binutils-mingw-w64-i686
i686-w64-mingw32-elfedit	/bin/i686-w64-mingw32-elfedit	/usr/bin/i686-w64-mingw32-elfedit	binutils-mingw-w64-i686
i686-w64-mingw32-gcc	/bin/i686-w64-mingw32-gcc	/usr/bin/i686-w64-mingw32-gcc-win32	gcc-mingw-w64-i686-win32
i686-w64-mingw32-gcc-15	/bin/i686-w64-mingw32-gcc-15	/usr/bin/i686-w64-mingw32-gcc-15-win32	gcc-mingw-w64-i686-win32
i686-w64-mingw32-gcc-15-win32	/bin/i686-w64-mingw32-gcc-15-win32	/usr/bin/i686-w64-mingw32-gcc-15-win32	gcc-mingw-w64-i686-win32
i686-w64-mingw32-gcc-ar	/bin/i686-w64-mingw32-gcc-ar	/usr/bin/i686-w64-mingw32-gcc-ar-win32	gcc-mingw-w64-i686-win32
i686-w64-mingw32-gcc-ar-win32	/bin/i686-w64-mingw32-gcc-ar-win32	/usr/bin/i686-w64-mingw32-gcc-ar-win32	gcc-mingw-w64-i686-win32
i686-w64-mingw32-gcc-nm	/bin/i686-w64-mingw32-gcc-nm	/usr/bin/i686-w64-mingw32-gcc-nm-win32	gcc-mingw-w64-i686-win32
i686-w64-mingw32-gcc-nm-win32	/bin/i686-w64-mingw32-gcc-nm-win32	/usr/bin/i686-w64-mingw32-gcc-nm-win32	gcc-mingw-w64-i686-win32
i686-w64-mingw32-gcc-ranlib	/bin/i686-w64-mingw32-gcc-ranlib	/usr/bin/i686-w64-mingw32-gcc-ranlib-win32	gcc-mingw-w64-i686-win32
i686-w64-mingw32-gcc-ranlib-win32	/bin/i686-w64-mingw32-gcc-ranlib-win32	/usr/bin/i686-w64-mingw32-gcc-ranlib-win32	gcc-mingw-w64-i686-win32
i686-w64-mingw32-gcc-win32	/bin/i686-w64-mingw32-gcc-win32	/usr/bin/i686-w64-mingw32-gcc-win32	gcc-mingw-w64-i686-win32
i686-w64-mingw32-gcov	/bin/i686-w64-mingw32-gcov	/usr/bin/i686-w64-mingw32-gcov-win32	gcc-mingw-w64-i686-win32
i686-w64-mingw32-gcov-dump	/bin/i686-w64-mingw32-gcov-dump	/usr/bin/i686-w64-mingw32-gcov-dump-win32	gcc-mingw-w64-i686-win32
i686-w64-mingw32-gcov-dump-win32	/bin/i686-w64-mingw32-gcov-dump-win32	/usr/bin/i686-w64-mingw32-gcov-dump-win32	gcc-mingw-w64-i686-win32
i686-w64-mingw32-gcov-tool	/bin/i686-w64-mingw32-gcov-tool	/usr/bin/i686-w64-mingw32-gcov-tool-win32	gcc-mingw-w64-i686-win32
i686-w64-mingw32-gcov-tool-win32	/bin/i686-w64-mingw32-gcov-tool-win32	/usr/bin/i686-w64-mingw32-gcov-tool-win32	gcc-mingw-w64-i686-win32
i686-w64-mingw32-gcov-win32	/bin/i686-w64-mingw32-gcov-win32	/usr/bin/i686-w64-mingw32-gcov-win32	gcc-mingw-w64-i686-win32
i686-w64-mingw32-gprof	/bin/i686-w64-mingw32-gprof	/usr/bin/i686-w64-mingw32-gprof	binutils-mingw-w64-i686
i686-w64-mingw32-ld	/bin/i686-w64-mingw32-ld	/usr/bin/i686-w64-mingw32-ld.bfd	binutils-mingw-w64-i686
i686-w64-mingw32-ld.bfd	/bin/i686-w64-mingw32-ld.bfd	/usr/bin/i686-w64-mingw32-ld.bfd	binutils-mingw-w64-i686
i686-w64-mingw32-lto-dump-win32	/bin/i686-w64-mingw32-lto-dump-win32	/usr/bin/i686-w64-mingw32-lto-dump-win32	gcc-mingw-w64-i686-win32
i686-w64-mingw32-nm	/bin/i686-w64-mingw32-nm	/usr/bin/i686-w64-mingw32-nm	binutils-mingw-w64-i686
i686-w64-mingw32-objcopy	/bin/i686-w64-mingw32-objcopy	/usr/bin/i686-w64-mingw32-objcopy	binutils-mingw-w64-i686
i686-w64-mingw32-objdump	/bin/i686-w64-mingw32-objdump	/usr/bin/i686-w64-mingw32-objdump	binutils-mingw-w64-i686
i686-w64-mingw32-ranlib	/bin/i686-w64-mingw32-ranlib	/usr/bin/i686-w64-mingw32-ranlib	binutils-mingw-w64-i686
i686-w64-mingw32-readelf	/bin/i686-w64-mingw32-readelf	/usr/bin/i686-w64-mingw32-readelf	binutils-mingw-w64-i686
i686-w64-mingw32-size	/bin/i686-w64-mingw32-size	/usr/bin/i686-w64-mingw32-size	binutils-mingw-w64-i686
i686-w64-mingw32-strings	/bin/i686-w64-mingw32-strings	/usr/bin/i686-w64-mingw32-strings	binutils-mingw-w64-i686
i686-w64-mingw32-strip	/bin/i686-w64-mingw32-strip	/usr/bin/i686-w64-mingw32-strip	binutils-mingw-w64-i686
i686-w64-mingw32-windmc	/bin/i686-w64-mingw32-windmc	/usr/bin/i686-w64-mingw32-windmc	binutils-mingw-w64-i686
i686-w64-mingw32-windres	/bin/i686-w64-mingw32-windres	/usr/bin/i686-w64-mingw32-windres	binutils-mingw-w64-i686
ibmiscanner2john	/bin/ibmiscanner2john	/usr/share/john/ibmiscanner2john.py	unowned
icat	/bin/icat	/usr/bin/icat	sleuthkit
iconv	/bin/iconv	/usr/bin/iconv	libc-bin
id	/bin/id	/usr/bin/id	coreutils
idna	/bin/idna	/usr/bin/idna	python3-idna
ifind	/bin/ifind	/usr/bin/ifind	sleuthkit
ike-scan	/bin/ike-scan	/usr/bin/ike-scan	ike-scan
ikescan2john	/bin/ikescan2john	/usr/share/john/ikescan2john.py	unowned
ils	/bin/ils	/usr/bin/ils	sleuthkit
img_cat	/bin/img_cat	/usr/bin/img_cat	sleuthkit
img_stat	/bin/img_stat	/usr/bin/img_stat	sleuthkit
impacket-DumpNTLMInfo	/bin/impacket-DumpNTLMInfo	/usr/share/impacket/script	unowned
impacket-Get-GPPPassword	/bin/impacket-Get-GPPPassword	/usr/share/impacket/script	unowned
impacket-GetADComputers	/bin/impacket-GetADComputers	/usr/share/impacket/script	unowned
impacket-GetADUsers	/bin/impacket-GetADUsers	/usr/share/impacket/script	unowned
impacket-GetLAPSPassword	/bin/impacket-GetLAPSPassword	/usr/share/impacket/script	unowned
impacket-GetNPUsers	/bin/impacket-GetNPUsers	/usr/share/impacket/script	unowned
impacket-GetUserSPNs	/bin/impacket-GetUserSPNs	/usr/share/impacket/script	unowned
impacket-addcomputer	/bin/impacket-addcomputer	/usr/share/impacket/script	unowned
impacket-atexec	/bin/impacket-atexec	/usr/share/impacket/script	unowned
impacket-changepasswd	/bin/impacket-changepasswd	/usr/share/impacket/script	unowned
impacket-dacledit	/bin/impacket-dacledit	/usr/share/impacket/script	unowned
impacket-dcomexec	/bin/impacket-dcomexec	/usr/share/impacket/script	unowned
impacket-describeTicket	/bin/impacket-describeTicket	/usr/share/impacket/script	unowned
impacket-dpapi	/bin/impacket-dpapi	/usr/share/impacket/script	unowned
impacket-esentutl	/bin/impacket-esentutl	/usr/share/impacket/script	unowned
impacket-exchanger	/bin/impacket-exchanger	/usr/share/impacket/script	unowned
impacket-findDelegation	/bin/impacket-findDelegation	/usr/share/impacket/script	unowned
impacket-getArch	/bin/impacket-getArch	/usr/share/impacket/script	unowned
impacket-getPac	/bin/impacket-getPac	/usr/share/impacket/script	unowned
impacket-getST	/bin/impacket-getST	/usr/share/impacket/script	unowned
impacket-getTGT	/bin/impacket-getTGT	/usr/share/impacket/script	unowned
impacket-goldenPac	/bin/impacket-goldenPac	/usr/share/impacket/script	unowned
impacket-karmaSMB	/bin/impacket-karmaSMB	/usr/share/impacket/script	unowned
impacket-keylistattack	/bin/impacket-keylistattack	/usr/share/impacket/script	unowned
impacket-lookupsid	/bin/impacket-lookupsid	/usr/share/impacket/script	unowned
impacket-machine_role	/bin/impacket-machine_role	/usr/share/impacket/script	unowned
impacket-mimikatz	/bin/impacket-mimikatz	/usr/share/impacket/script	unowned
impacket-mqtt_check	/bin/impacket-mqtt_check	/usr/share/impacket/script	unowned
impacket-mssqlclient	/bin/impacket-mssqlclient	/usr/share/impacket/script	unowned
impacket-mssqlinstance	/bin/impacket-mssqlinstance	/usr/share/impacket/script	unowned
impacket-net	/bin/impacket-net	/usr/share/impacket/script	unowned
impacket-netview	/bin/impacket-netview	/usr/share/impacket/script	unowned
impacket-ntfs-read	/bin/impacket-ntfs-read	/usr/share/impacket/script	unowned
impacket-ntlmrelayx	/bin/impacket-ntlmrelayx	/usr/share/impacket/script	unowned
impacket-owneredit	/bin/impacket-owneredit	/usr/share/impacket/script	unowned
impacket-ping	/bin/impacket-ping	/usr/share/impacket/script	unowned
impacket-ping6	/bin/impacket-ping6	/usr/share/impacket/script	unowned
impacket-psexec	/bin/impacket-psexec	/usr/share/impacket/script	unowned
impacket-raiseChild	/bin/impacket-raiseChild	/usr/share/impacket/script	unowned
impacket-rbcd	/bin/impacket-rbcd	/usr/share/impacket/script	unowned
impacket-rdp_check	/bin/impacket-rdp_check	/usr/share/impacket/script	unowned
impacket-reg	/bin/impacket-reg	/usr/share/impacket/script	unowned
impacket-registry-read	/bin/impacket-registry-read	/usr/share/impacket/script	unowned
impacket-rpcdump	/bin/impacket-rpcdump	/usr/share/impacket/script	unowned
impacket-rpcmap	/bin/impacket-rpcmap	/usr/share/impacket/script	unowned
impacket-sambaPipe	/bin/impacket-sambaPipe	/usr/share/impacket/script	unowned
impacket-samrdump	/bin/impacket-samrdump	/usr/share/impacket/script	unowned
impacket-secretsdump	/bin/impacket-secretsdump	/usr/share/impacket/script	unowned
impacket-services	/bin/impacket-services	/usr/share/impacket/script	unowned
impacket-smbclient	/bin/impacket-smbclient	/usr/share/impacket/script	unowned
impacket-smbexec	/bin/impacket-smbexec	/usr/share/impacket/script	unowned
impacket-smbserver	/bin/impacket-smbserver	/usr/share/impacket/script	unowned
impacket-sniff	/bin/impacket-sniff	/usr/share/impacket/script	unowned
impacket-sniffer	/bin/impacket-sniffer	/usr/share/impacket/script	unowned
impacket-split	/bin/impacket-split	/usr/share/impacket/script	unowned
impacket-ticketConverter	/bin/impacket-ticketConverter	/usr/share/impacket/script	unowned
impacket-ticketer	/bin/impacket-ticketer	/usr/share/impacket/script	unowned
impacket-tstool	/bin/impacket-tstool	/usr/share/impacket/script	unowned
impacket-wmiexec	/bin/impacket-wmiexec	/usr/share/impacket/script	unowned
impacket-wmipersist	/bin/impacket-wmipersist	/usr/share/impacket/script	unowned
impacket-wmiquery	/bin/impacket-wmiquery	/usr/share/impacket/script	unowned
inetsim	/bin/inetsim	/usr/bin/inetsim	inetsim
inetutils-telnet	/bin/inetutils-telnet	/usr/bin/inetutils-telnet	inetutils-telnet
infocmp	/bin/infocmp	/usr/bin/infocmp	ncurses-bin
infotocap	/bin/infotocap	/usr/bin/tic	ncurses-bin
innochecksum	/bin/innochecksum	/usr/bin/innochecksum	mariadb-server-core
innotop	/bin/innotop	/usr/bin/innotop	mariadb-client
install	/bin/install	/usr/bin/install	coreutils
instmodsh	/bin/instmodsh	/usr/bin/instmodsh	perl
inv	/bin/inv	/usr/bin/inv	python3-invoke
invoke	/bin/invoke	/usr/bin/invoke	python3-invoke
ionice	/bin/ionice	/usr/bin/ionice	util-linux
ios7tojohn	/bin/ios7tojohn	/usr/share/john/ios7tojohn.pl	unowned
ip	/bin/ip	/usr/bin/ip	iproute2
ipcmk	/bin/ipcmk	/usr/bin/ipcmk	util-linux
ipcrm	/bin/ipcrm	/usr/bin/ipcrm	util-linux
ipcs	/bin/ipcs	/usr/bin/ipcs	util-linux
ipwhois_cli	/bin/ipwhois_cli	/usr/bin/ipwhois_cli	python3-ipwhois
ipwhois_utils_cli	/bin/ipwhois_utils_cli	/usr/bin/ipwhois_utils_cli	python3-ipwhois
irb	/bin/irb	/usr/bin/irb3.3	ruby3.3
irb3.3	/bin/irb3.3	/usr/bin/irb3.3	ruby3.3
ischroot	/bin/ischroot	/usr/bin/ischroot	debianutils
ispell-wrapper	/bin/ispell-wrapper	/usr/bin/ispell-wrapper	dictionaries-common
istat	/bin/istat	/usr/bin/istat	sleuthkit
itunes_backup2john	/bin/itunes_backup2john	/usr/share/john/itunes_backup2john.pl	unowned
ivstools	/bin/ivstools	/usr/bin/ivstools	aircrack-ng
iwork2john	/bin/iwork2john	/usr/share/john/iwork2john.py	unowned
java	/bin/java	/usr/lib/jvm/java-25-openjdk-amd64/bin/java	unowned
jcat	/bin/jcat	/usr/bin/jcat	sleuthkit
jexec	/bin/jexec	/usr/lib/jvm/java-25-openjdk-amd64/lib/jexec	unowned
jls	/bin/jls	/usr/bin/jls	sleuthkit
join	/bin/join	/usr/bin/join	coreutils
journalctl	/bin/journalctl	/usr/bin/journalctl	systemd
jpackage	/bin/jpackage	/usr/lib/jvm/java-25-openjdk-amd64/bin/jpackage	unowned
jpeg_extract	/bin/jpeg_extract	/usr/bin/jpeg_extract	sleuthkit
jpegexiforient	/bin/jpegexiforient	/usr/bin/jpegexiforient	libjpeg-turbo-progs
jpegtran	/bin/jpegtran	/usr/bin/jpegtran	libjpeg-turbo-progs
json_pp	/bin/json_pp	/usr/bin/json_pp	perl
jsonschema	/bin/jsonschema	/usr/bin/jsonschema	python3-jsonschema
kali-check-apt-sources	/bin/kali-check-apt-sources	/usr/bin/kali-check-apt-sources	kali-defaults
